疾病病种,发病数,date,year,month,url
麻疹,5.0,2017-4,2017,4,/yqxx/20180815/0012-57393.html
流行性出血热,0.0,2017-4,2017,4,/yqxx/20180815/0012-57393.html
狂犬病,0.0,2017-4,2017,4,/yqxx/20180815/0012-57393.html
流行性乙型脑炎,0.0,2017-4,2017,4,/yqxx/20180815/0012-57393.html
登革热,1.0,2017-4,2017,4,/yqxx/20180815/0012-57393.html
炭疽,0.0,2017-4,2017,4,/yqxx/20180815/0012-57393.html
细菌性和阿米巴性痢疾,7.0,2017-4,2017,4,/yqxx/20180815/0012-57393.html
肺结核,526.0,2017-4,2017,4,/yqxx/20180815/0012-57393.html
伤寒和副伤寒,5.0,2017-4,2017,4,/yqxx/20180815/0012-57393.html
流行性脑脊髓膜炎,0.0,2017-4,2017,4,/yqxx/20180815/0012-57393.html
百日咳,6.0,2017-4,2017,4,/yqxx/20180815/0012-57393.html
白喉,0.0,2017-4,2017,4,/yqxx/20180815/0012-57393.html
新生儿破伤风,0.0,2017-4,2017,4,/yqxx/20180815/0012-57393.html
猩红热,446.0,2017-4,2017,4,/yqxx/20180815/0012-57393.html
布鲁氏菌病,0.0,2017-4,2017,4,/yqxx/20180815/0012-57393.html
淋病,496.0,2017-4,2017,4,/yqxx/20180815/0012-57393.html
梅毒,1094.0,2017-4,2017,4,/yqxx/20180815/0012-57393.html
钩端螺旋体病,0.0,2017-4,2017,4,/yqxx/20180815/0012-57393.html
血吸虫病,0.0,2017-4,2017,4,/yqxx/20180815/0012-57393.html
疟疾,2.0,2017-4,2017,4,/yqxx/20180815/0012-57393.html
人感染H7N9禽流感,0.0,2017-4,2017,4,/yqxx/20180815/0012-57393.html
丙类传染病合计,1777.0,2017-4,2017,4,/yqxx/20180815/0012-57393.html
流行性感冒,354.0,2017-4,2017,4,/yqxx/20180815/0012-57393.html
流行性腮腺炎,192.0,2017-4,2017,4,/yqxx/20180815/0012-57393.html
风疹,0.0,2017-4,2017,4,/yqxx/20180815/0012-57393.html
急性出血性结膜炎,1.0,2017-4,2017,4,/yqxx/20180815/0012-57393.html
麻风病,0.0,2017-4,2017,4,/yqxx/20180815/0012-57393.html
斑疹伤寒,0.0,2017-4,2017,4,/yqxx/20180815/0012-57393.html
黑热病,0.0,2017-4,2017,4,/yqxx/20180815/0012-57393.html
包虫病,0.0,2017-4,2017,4,/yqxx/20180815/0012-57393.html
丝虫病,0.0,2017-4,2017,4,/yqxx/20180815/0012-57393.html
其它感染性腹泻病,286.0,2017-4,2017,4,/yqxx/20180815/0012-57393.html
手足口病,944.0,2017-4,2017,4,/yqxx/20180815/0012-57393.html
甲乙丙类总计,4588.0,2017-4,2017,4,/yqxx/20180815/0012-57393.html
甲乙类传染病合计,3413.0,2017-5,2017,5,/yqxx/20180815/0012-57492.html
鼠疫,0.0,2017-5,2017,5,/yqxx/20180815/0012-57492.html
霍乱,0.0,2017-5,2017,5,/yqxx/20180815/0012-57492.html
传染性非典型肺炎,0.0,2017-5,2017,5,/yqxx/20180815/0012-57492.html
艾滋病,37.0,2017-5,2017,5,/yqxx/20180815/0012-57492.html
病毒性肝炎,218.0,2017-5,2017,5,/yqxx/20180815/0012-57492.html
其中：（1）甲肝,37.0,2017-5,2017,5,/yqxx/20180815/0012-57492.html
（2）乙肝,55.0,2017-5,2017,5,/yqxx/20180815/0012-57492.html
（3）丙肝,11.0,2017-5,2017,5,/yqxx/20180815/0012-57492.html
（4）丁肝,0.0,2017-5,2017,5,/yqxx/20180815/0012-57492.html
（5）戊肝,96.0,2017-5,2017,5,/yqxx/20180815/0012-57492.html
（6）肝炎（未分型）,19.0,2017-5,2017,5,/yqxx/20180815/0012-57492.html
脊髓灰质炎,0.0,2017-5,2017,5,/yqxx/20180815/0012-57492.html
人感染高致病性禽流感,0.0,2017-5,2017,5,/yqxx/20180815/0012-57492.html
麻疹,4.0,2017-5,2017,5,/yqxx/20180815/0012-57492.html
流行性出血热,1.0,2017-5,2017,5,/yqxx/20180815/0012-57492.html
狂犬病,0.0,2017-5,2017,5,/yqxx/20180815/0012-57492.html
流行性乙型脑炎,0.0,2017-5,2017,5,/yqxx/20180815/0012-57492.html
登革热,0.0,2017-5,2017,5,/yqxx/20180815/0012-57492.html
炭疽,0.0,2017-5,2017,5,/yqxx/20180815/0012-57492.html
细菌性和阿米巴性痢疾,9.0,2017-5,2017,5,/yqxx/20180815/0012-57492.html
肺结核,551.0,2017-5,2017,5,/yqxx/20180815/0012-57492.html
伤寒和副伤寒,2.0,2017-5,2017,5,/yqxx/20180815/0012-57492.html
流行性脑脊髓膜炎,0.0,2017-5,2017,5,/yqxx/20180815/0012-57492.html
百日咳,9.0,2017-5,2017,5,/yqxx/20180815/0012-57492.html
白喉,0.0,2017-5,2017,5,/yqxx/20180815/0012-57492.html
新生儿破伤风,0.0,2017-5,2017,5,/yqxx/20180815/0012-57492.html
猩红热,803.0,2017-5,2017,5,/yqxx/20180815/0012-57492.html
布鲁氏菌病,1.0,2017-5,2017,5,/yqxx/20180815/0012-57492.html
淋病,515.0,2017-5,2017,5,/yqxx/20180815/0012-57492.html
梅毒,1260.0,2017-5,2017,5,/yqxx/20180815/0012-57492.html
钩端螺旋体病,0.0,2017-5,2017,5,/yqxx/20180815/0012-57492.html
血吸虫病,0.0,2017-5,2017,5,/yqxx/20180815/0012-57492.html
疟疾,3.0,2017-5,2017,5,/yqxx/20180815/0012-57492.html
人感染H7N9禽流感,0.0,2017-5,2017,5,/yqxx/20180815/0012-57492.html
丙类传染病合计,2113.0,2017-5,2017,5,/yqxx/20180815/0012-57492.html
流行性感冒,214.0,2017-5,2017,5,/yqxx/20180815/0012-57492.html
流行性腮腺炎,201.0,2017-5,2017,5,/yqxx/20180815/0012-57492.html
风疹,1.0,2017-5,2017,5,/yqxx/20180815/0012-57492.html
急性出血性结膜炎,0.0,2017-5,2017,5,/yqxx/20180815/0012-57492.html
麻风病,0.0,2017-5,2017,5,/yqxx/20180815/0012-57492.html
斑疹伤寒,0.0,2017-5,2017,5,/yqxx/20180815/0012-57492.html
黑热病,0.0,2017-5,2017,5,/yqxx/20180815/0012-57492.html
包虫病,0.0,2017-5,2017,5,/yqxx/20180815/0012-57492.html
丝虫病,0.0,2017-5,2017,5,/yqxx/20180815/0012-57492.html
其它感染性腹泻病,400.0,2017-5,2017,5,/yqxx/20180815/0012-57492.html
手足口病,1297.0,2017-5,2017,5,/yqxx/20180815/0012-57492.html
甲乙丙类总计,5526.0,2017-5,2017,5,/yqxx/20180815/0012-57492.html
甲乙类传染病合计,3551.0,2017-6,2017,6,/yqxx/20180815/0012-57552.html
鼠疫,0.0,2017-6,2017,6,/yqxx/20180815/0012-57552.html
霍乱,0.0,2017-6,2017,6,/yqxx/20180815/0012-57552.html
传染性非典型肺炎,0.0,2017-6,2017,6,/yqxx/20180815/0012-57552.html
艾滋病,73.0,2017-6,2017,6,/yqxx/20180815/0012-57552.html
病毒性肝炎,195.0,2017-6,2017,6,/yqxx/20180815/0012-57552.html
其中：（1）甲肝,20.0,2017-6,2017,6,/yqxx/20180815/0012-57552.html
（2）乙肝,55.0,2017-6,2017,6,/yqxx/20180815/0012-57552.html
（3）丙肝,7.0,2017-6,2017,6,/yqxx/20180815/0012-57552.html
（4）丁肝,0.0,2017-6,2017,6,/yqxx/20180815/0012-57552.html
（5）戊肝,77.0,2017-6,2017,6,/yqxx/20180815/0012-57552.html
（6）肝炎（未分型）,36.0,2017-6,2017,6,/yqxx/20180815/0012-57552.html
脊髓灰质炎,0.0,2017-6,2017,6,/yqxx/20180815/0012-57552.html
人感染高致病性禽流感,0.0,2017-6,2017,6,/yqxx/20180815/0012-57552.html
麻疹,3.0,2017-6,2017,6,/yqxx/20180815/0012-57552.html
流行性出血热,0.0,2017-6,2017,6,/yqxx/20180815/0012-57552.html
狂犬病,0.0,2017-6,2017,6,/yqxx/20180815/0012-57552.html
流行性乙型脑炎,0.0,2017-6,2017,6,/yqxx/20180815/0012-57552.html
登革热,3.0,2017-6,2017,6,/yqxx/20180815/0012-57552.html
炭疽,0.0,2017-6,2017,6,/yqxx/20180815/0012-57552.html
细菌性和阿米巴性痢疾,10.0,2017-6,2017,6,/yqxx/20180815/0012-57552.html
肺结核,645.0,2017-6,2017,6,/yqxx/20180815/0012-57552.html
伤寒和副伤寒,2.0,2017-6,2017,6,/yqxx/20180815/0012-57552.html
流行性脑脊髓膜炎,0.0,2017-6,2017,6,/yqxx/20180815/0012-57552.html
百日咳,12.0,2017-6,2017,6,/yqxx/20180815/0012-57552.html
白喉,0.0,2017-6,2017,6,/yqxx/20180815/0012-57552.html
新生儿破伤风,0.0,2017-6,2017,6,/yqxx/20180815/0012-57552.html
猩红热,614.0,2017-6,2017,6,/yqxx/20180815/0012-57552.html
布鲁氏菌病,0.0,2017-6,2017,6,/yqxx/20180815/0012-57552.html
淋病,625.0,2017-6,2017,6,/yqxx/20180815/0012-57552.html
梅毒,1361.0,2017-6,2017,6,/yqxx/20180815/0012-57552.html
钩端螺旋体病,0.0,2017-6,2017,6,/yqxx/20180815/0012-57552.html
血吸虫病,0.0,2017-6,2017,6,/yqxx/20180815/0012-57552.html
疟疾,8.0,2017-6,2017,6,/yqxx/20180815/0012-57552.html
人感染H7N9禽流感,0.0,2017-6,2017,6,/yqxx/20180815/0012-57552.html
丙类传染病合计,2974.0,2017-6,2017,6,/yqxx/20180815/0012-57552.html
流行性感冒,80.0,2017-6,2017,6,/yqxx/20180815/0012-57552.html
流行性腮腺炎,205.0,2017-6,2017,6,/yqxx/20180815/0012-57552.html
风疹,1.0,2017-6,2017,6,/yqxx/20180815/0012-57552.html
急性出血性结膜炎,3.0,2017-6,2017,6,/yqxx/20180815/0012-57552.html
麻风病,0.0,2017-6,2017,6,/yqxx/20180815/0012-57552.html
斑疹伤寒,0.0,2017-6,2017,6,/yqxx/20180815/0012-57552.html
黑热病,0.0,2017-6,2017,6,/yqxx/20180815/0012-57552.html
包虫病,0.0,2017-6,2017,6,/yqxx/20180815/0012-57552.html
丝虫病,0.0,2017-6,2017,6,/yqxx/20180815/0012-57552.html
其它感染性腹泻病,425.0,2017-6,2017,6,/yqxx/20180815/0012-57552.html
手足口病,2260.0,2017-6,2017,6,/yqxx/20180815/0012-57552.html
甲乙丙类总计,6525.0,2017-6,2017,6,/yqxx/20180815/0012-57552.html
甲乙类传染病合计,2849.0,2017-7,2017,7,/yqxx/20180815/0012-57650.html
鼠疫,0.0,2017-7,2017,7,/yqxx/20180815/0012-57650.html
霍乱,0.0,2017-7,2017,7,/yqxx/20180815/0012-57650.html
传染性非典型肺炎,0.0,2017-7,2017,7,/yqxx/20180815/0012-57650.html
艾滋病,44.0,2017-7,2017,7,/yqxx/20180815/0012-57650.html
病毒性肝炎,165.0,2017-7,2017,7,/yqxx/20180815/0012-57650.html
其中：（1）甲肝,20.0,2017-7,2017,7,/yqxx/20180815/0012-57650.html
（2）乙肝,49.0,2017-7,2017,7,/yqxx/20180815/0012-57650.html
（3）丙肝,8.0,2017-7,2017,7,/yqxx/20180815/0012-57650.html
（4）丁肝,0.0,2017-7,2017,7,/yqxx/20180815/0012-57650.html
（5）戊肝,61.0,2017-7,2017,7,/yqxx/20180815/0012-57650.html
（6）肝炎（未分型）,27.0,2017-7,2017,7,/yqxx/20180815/0012-57650.html
脊髓灰质炎,0.0,2017-7,2017,7,/yqxx/20180815/0012-57650.html
人感染高致病性禽流感,0.0,2017-7,2017,7,/yqxx/20180815/0012-57650.html
麻疹,4.0,2017-7,2017,7,/yqxx/20180815/0012-57650.html
流行性出血热,0.0,2017-7,2017,7,/yqxx/20180815/0012-57650.html
狂犬病,1.0,2017-7,2017,7,/yqxx/20180815/0012-57650.html
流行性乙型脑炎,0.0,2017-7,2017,7,/yqxx/20180815/0012-57650.html
登革热,2.0,2017-7,2017,7,/yqxx/20180815/0012-57650.html
炭疽,0.0,2017-7,2017,7,/yqxx/20180815/0012-57650.html
细菌性和阿米巴性痢疾,7.0,2017-7,2017,7,/yqxx/20180815/0012-57650.html
肺结核,549.0,2017-7,2017,7,/yqxx/20180815/0012-57650.html
伤寒和副伤寒,6.0,2017-7,2017,7,/yqxx/20180815/0012-57650.html
流行性脑脊髓膜炎,0.0,2017-7,2017,7,/yqxx/20180815/0012-57650.html
百日咳,14.0,2017-7,2017,7,/yqxx/20180815/0012-57650.html
白喉,0.0,2017-7,2017,7,/yqxx/20180815/0012-57650.html
新生儿破伤风,0.0,2017-7,2017,7,/yqxx/20180815/0012-57650.html
猩红热,167.0,2017-7,2017,7,/yqxx/20180815/0012-57650.html
布鲁氏菌病,0.0,2017-7,2017,7,/yqxx/20180815/0012-57650.html
淋病,594.0,2017-7,2017,7,/yqxx/20180815/0012-57650.html
梅毒,1290.0,2017-7,2017,7,/yqxx/20180815/0012-57650.html
钩端螺旋体病,0.0,2017-7,2017,7,/yqxx/20180815/0012-57650.html
血吸虫病,0.0,2017-7,2017,7,/yqxx/20180815/0012-57650.html
疟疾,5.0,2017-7,2017,7,/yqxx/20180815/0012-57650.html
人感染H7N9禽流感,0.0,2017-7,2017,7,/yqxx/20180815/0012-57650.html
丙类传染病合计,4082.0,2017-7,2017,7,/yqxx/20180815/0012-57650.html
流行性感冒,293.0,2017-7,2017,7,/yqxx/20180815/0012-57650.html
流行性腮腺炎,262.0,2017-7,2017,7,/yqxx/20180815/0012-57650.html
风疹,2.0,2017-7,2017,7,/yqxx/20180815/0012-57650.html
急性出血性结膜炎,2.0,2017-7,2017,7,/yqxx/20180815/0012-57650.html
麻风病,0.0,2017-7,2017,7,/yqxx/20180815/0012-57650.html
斑疹伤寒,0.0,2017-7,2017,7,/yqxx/20180815/0012-57650.html
黑热病,0.0,2017-7,2017,7,/yqxx/20180815/0012-57650.html
包虫病,0.0,2017-7,2017,7,/yqxx/20180815/0012-57650.html
丝虫病,0.0,2017-7,2017,7,/yqxx/20180815/0012-57650.html
其它感染性腹泻病,567.0,2017-7,2017,7,/yqxx/20180815/0012-57650.html
手足口病,2956.0,2017-7,2017,7,/yqxx/20180815/0012-57650.html
甲乙丙类总计,6931.0,2017-7,2017,7,/yqxx/20180815/0012-57650.html
甲乙类传染病合计,1866.0,2020-10,2020,10,/yqxx/20201127/2705e4d9d9364d59a0d2cc10a7ab9bb6.html
鼠疫,0.0,2020-10,2020,10,/yqxx/20201127/2705e4d9d9364d59a0d2cc10a7ab9bb6.html
霍乱,0.0,2020-10,2020,10,/yqxx/20201127/2705e4d9d9364d59a0d2cc10a7ab9bb6.html
传染性非典型肺炎,0.0,2020-10,2020,10,/yqxx/20201127/2705e4d9d9364d59a0d2cc10a7ab9bb6.html
艾滋病,93.0,2020-10,2020,10,/yqxx/20201127/2705e4d9d9364d59a0d2cc10a7ab9bb6.html
病毒性肝炎,79.0,2020-10,2020,10,/yqxx/20201127/2705e4d9d9364d59a0d2cc10a7ab9bb6.html
其中：（1）甲肝,22.0,2020-10,2020,10,/yqxx/20201127/2705e4d9d9364d59a0d2cc10a7ab9bb6.html
（2）乙肝,15.0,2020-10,2020,10,/yqxx/20201127/2705e4d9d9364d59a0d2cc10a7ab9bb6.html
（3）丙肝,2.0,2020-10,2020,10,/yqxx/20201127/2705e4d9d9364d59a0d2cc10a7ab9bb6.html
（4）丁肝,0.0,2020-10,2020,10,/yqxx/20201127/2705e4d9d9364d59a0d2cc10a7ab9bb6.html
（5）戊肝,38.0,2020-10,2020,10,/yqxx/20201127/2705e4d9d9364d59a0d2cc10a7ab9bb6.html
（6）肝炎（未分型）,2.0,2020-10,2020,10,/yqxx/20201127/2705e4d9d9364d59a0d2cc10a7ab9bb6.html
脊髓灰质炎,0.0,2020-10,2020,10,/yqxx/20201127/2705e4d9d9364d59a0d2cc10a7ab9bb6.html
人感染高致病性禽流感,0.0,2020-10,2020,10,/yqxx/20201127/2705e4d9d9364d59a0d2cc10a7ab9bb6.html
麻疹,1.0,2020-10,2020,10,/yqxx/20201127/2705e4d9d9364d59a0d2cc10a7ab9bb6.html
流行性出血热,0.0,2020-10,2020,10,/yqxx/20201127/2705e4d9d9364d59a0d2cc10a7ab9bb6.html
狂犬病,0.0,2020-10,2020,10,/yqxx/20201127/2705e4d9d9364d59a0d2cc10a7ab9bb6.html
流行性乙型脑炎,0.0,2020-10,2020,10,/yqxx/20201127/2705e4d9d9364d59a0d2cc10a7ab9bb6.html
登革热,0.0,2020-10,2020,10,/yqxx/20201127/2705e4d9d9364d59a0d2cc10a7ab9bb6.html
炭疽,0.0,2020-10,2020,10,/yqxx/20201127/2705e4d9d9364d59a0d2cc10a7ab9bb6.html
细菌性和阿米巴性痢疾,5.0,2020-10,2020,10,/yqxx/20201127/2705e4d9d9364d59a0d2cc10a7ab9bb6.html
肺结核,451.0,2020-10,2020,10,/yqxx/20201127/2705e4d9d9364d59a0d2cc10a7ab9bb6.html
伤寒和副伤寒,3.0,2020-10,2020,10,/yqxx/20201127/2705e4d9d9364d59a0d2cc10a7ab9bb6.html
流行性脑脊髓膜炎,0.0,2020-10,2020,10,/yqxx/20201127/2705e4d9d9364d59a0d2cc10a7ab9bb6.html
百日咳,0.0,2020-10,2020,10,/yqxx/20201127/2705e4d9d9364d59a0d2cc10a7ab9bb6.html
白喉,0.0,2020-10,2020,10,/yqxx/20201127/2705e4d9d9364d59a0d2cc10a7ab9bb6.html
新生儿破伤风,0.0,2020-10,2020,10,/yqxx/20201127/2705e4d9d9364d59a0d2cc10a7ab9bb6.html
猩红热,20.0,2020-10,2020,10,/yqxx/20201127/2705e4d9d9364d59a0d2cc10a7ab9bb6.html
布鲁氏菌病,1.0,2020-10,2020,10,/yqxx/20201127/2705e4d9d9364d59a0d2cc10a7ab9bb6.html
淋病,225.0,2020-10,2020,10,/yqxx/20201127/2705e4d9d9364d59a0d2cc10a7ab9bb6.html
梅毒,812.0,2020-10,2020,10,/yqxx/20201127/2705e4d9d9364d59a0d2cc10a7ab9bb6.html
钩端螺旋体病,0.0,2020-10,2020,10,/yqxx/20201127/2705e4d9d9364d59a0d2cc10a7ab9bb6.html
血吸虫病,0.0,2020-10,2020,10,/yqxx/20201127/2705e4d9d9364d59a0d2cc10a7ab9bb6.html
疟疾,1.0,2020-10,2020,10,/yqxx/20201127/2705e4d9d9364d59a0d2cc10a7ab9bb6.html
人感染H7N9禽流感,0.0,2020-10,2020,10,/yqxx/20201127/2705e4d9d9364d59a0d2cc10a7ab9bb6.html
新型冠状病毒肺炎*,175.0,2020-10,2020,10,/yqxx/20201127/2705e4d9d9364d59a0d2cc10a7ab9bb6.html
丙类传染病合计,2106.0,2020-10,2020,10,/yqxx/20201127/2705e4d9d9364d59a0d2cc10a7ab9bb6.html
流行性感冒,105.0,2020-10,2020,10,/yqxx/20201127/2705e4d9d9364d59a0d2cc10a7ab9bb6.html
流行性腮腺炎,175.0,2020-10,2020,10,/yqxx/20201127/2705e4d9d9364d59a0d2cc10a7ab9bb6.html
风疹,0.0,2020-10,2020,10,/yqxx/20201127/2705e4d9d9364d59a0d2cc10a7ab9bb6.html
急性出血性结膜炎,0.0,2020-10,2020,10,/yqxx/20201127/2705e4d9d9364d59a0d2cc10a7ab9bb6.html
麻风病,0.0,2020-10,2020,10,/yqxx/20201127/2705e4d9d9364d59a0d2cc10a7ab9bb6.html
斑疹伤寒,0.0,2020-10,2020,10,/yqxx/20201127/2705e4d9d9364d59a0d2cc10a7ab9bb6.html
黑热病,0.0,2020-10,2020,10,/yqxx/20201127/2705e4d9d9364d59a0d2cc10a7ab9bb6.html
包虫病,0.0,2020-10,2020,10,/yqxx/20201127/2705e4d9d9364d59a0d2cc10a7ab9bb6.html
丝虫病,0.0,2020-10,2020,10,/yqxx/20201127/2705e4d9d9364d59a0d2cc10a7ab9bb6.html
其它感染性腹泻病,291.0,2020-10,2020,10,/yqxx/20201127/2705e4d9d9364d59a0d2cc10a7ab9bb6.html
手足口病,1535.0,2020-10,2020,10,/yqxx/20201127/2705e4d9d9364d59a0d2cc10a7ab9bb6.html
甲乙丙类总计,3972.0,2020-10,2020,10,/yqxx/20201127/2705e4d9d9364d59a0d2cc10a7ab9bb6.html
甲乙类传染病合计,2000.0,2020-11,2020,11,/yqxx/20201226/32c1004d956148a1b343bdec846d1023.html
鼠疫,0.0,2020-11,2020,11,/yqxx/20201226/32c1004d956148a1b343bdec846d1023.html
霍乱,0.0,2020-11,2020,11,/yqxx/20201226/32c1004d956148a1b343bdec846d1023.html
传染性非典型肺炎,0.0,2020-11,2020,11,/yqxx/20201226/32c1004d956148a1b343bdec846d1023.html
艾滋病,15.0,2020-11,2020,11,/yqxx/20201226/32c1004d956148a1b343bdec846d1023.html
病毒性肝炎,79.0,2020-11,2020,11,/yqxx/20201226/32c1004d956148a1b343bdec846d1023.html
其中:（1）甲肝,17.0,2020-11,2020,11,/yqxx/20201226/32c1004d956148a1b343bdec846d1023.html
（2）乙肝,9.0,2020-11,2020,11,/yqxx/20201226/32c1004d956148a1b343bdec846d1023.html
（3）丙肝,1.0,2020-11,2020,11,/yqxx/20201226/32c1004d956148a1b343bdec846d1023.html
（4）丁肝,0.0,2020-11,2020,11,/yqxx/20201226/32c1004d956148a1b343bdec846d1023.html
（5）戊肝,52.0,2020-11,2020,11,/yqxx/20201226/32c1004d956148a1b343bdec846d1023.html
（6）肝炎（未分型）,0.0,2020-11,2020,11,/yqxx/20201226/32c1004d956148a1b343bdec846d1023.html
脊髓灰质炎,0.0,2020-11,2020,11,/yqxx/20201226/32c1004d956148a1b343bdec846d1023.html
人感染高致病性禽流感,0.0,2020-11,2020,11,/yqxx/20201226/32c1004d956148a1b343bdec846d1023.html
麻疹,1.0,2020-11,2020,11,/yqxx/20201226/32c1004d956148a1b343bdec846d1023.html
流行性出血热,0.0,2020-11,2020,11,/yqxx/20201226/32c1004d956148a1b343bdec846d1023.html
狂犬病,0.0,2020-11,2020,11,/yqxx/20201226/32c1004d956148a1b343bdec846d1023.html
流行性乙型脑炎,0.0,2020-11,2020,11,/yqxx/20201226/32c1004d956148a1b343bdec846d1023.html
登革热,0.0,2020-11,2020,11,/yqxx/20201226/32c1004d956148a1b343bdec846d1023.html
炭疽,0.0,2020-11,2020,11,/yqxx/20201226/32c1004d956148a1b343bdec846d1023.html
细菌性和阿米巴性痢疾,1.0,2020-11,2020,11,/yqxx/20201226/32c1004d956148a1b343bdec846d1023.html
肺结核,536.0,2020-11,2020,11,/yqxx/20201226/32c1004d956148a1b343bdec846d1023.html
伤寒和副伤寒,0.0,2020-11,2020,11,/yqxx/20201226/32c1004d956148a1b343bdec846d1023.html
流行性脑脊髓膜炎,0.0,2020-11,2020,11,/yqxx/20201226/32c1004d956148a1b343bdec846d1023.html
百日咳,0.0,2020-11,2020,11,/yqxx/20201226/32c1004d956148a1b343bdec846d1023.html
白喉,0.0,2020-11,2020,11,/yqxx/20201226/32c1004d956148a1b343bdec846d1023.html
新生儿破伤风,0.0,2020-11,2020,11,/yqxx/20201226/32c1004d956148a1b343bdec846d1023.html
猩红热,78.0,2020-11,2020,11,/yqxx/20201226/32c1004d956148a1b343bdec846d1023.html
布鲁氏菌病,0.0,2020-11,2020,11,/yqxx/20201226/32c1004d956148a1b343bdec846d1023.html
淋病,237.0,2020-11,2020,11,/yqxx/20201226/32c1004d956148a1b343bdec846d1023.html
梅毒,901.0,2020-11,2020,11,/yqxx/20201226/32c1004d956148a1b343bdec846d1023.html
钩端螺旋体病,0.0,2020-11,2020,11,/yqxx/20201226/32c1004d956148a1b343bdec846d1023.html
血吸虫病,0.0,2020-11,2020,11,/yqxx/20201226/32c1004d956148a1b343bdec846d1023.html
疟疾,1.0,2020-11,2020,11,/yqxx/20201226/32c1004d956148a1b343bdec846d1023.html
人感染H7N9禽流感,0.0,2020-11,2020,11,/yqxx/20201226/32c1004d956148a1b343bdec846d1023.html
新型冠状病毒肺炎*,151.0,2020-11,2020,11,/yqxx/20201226/32c1004d956148a1b343bdec846d1023.html
丙类传染病合计,1701.0,2020-11,2020,11,/yqxx/20201226/32c1004d956148a1b343bdec846d1023.html
流行性感冒,121.0,2020-11,2020,11,/yqxx/20201226/32c1004d956148a1b343bdec846d1023.html
流行性腮腺炎,202.0,2020-11,2020,11,/yqxx/20201226/32c1004d956148a1b343bdec846d1023.html
风疹,0.0,2020-11,2020,11,/yqxx/20201226/32c1004d956148a1b343bdec846d1023.html
急性出血性结膜炎,1.0,2020-11,2020,11,/yqxx/20201226/32c1004d956148a1b343bdec846d1023.html
麻风病,0.0,2020-11,2020,11,/yqxx/20201226/32c1004d956148a1b343bdec846d1023.html
斑疹伤寒,0.0,2020-11,2020,11,/yqxx/20201226/32c1004d956148a1b343bdec846d1023.html
黑热病,0.0,2020-11,2020,11,/yqxx/20201226/32c1004d956148a1b343bdec846d1023.html
包虫病,0.0,2020-11,2020,11,/yqxx/20201226/32c1004d956148a1b343bdec846d1023.html
丝虫病,0.0,2020-11,2020,11,/yqxx/20201226/32c1004d956148a1b343bdec846d1023.html
其它感染性腹泻病,216.0,2020-11,2020,11,/yqxx/20201226/32c1004d956148a1b343bdec846d1023.html
手足口病,1161.0,2020-11,2020,11,/yqxx/20201226/32c1004d956148a1b343bdec846d1023.html
甲乙丙类总计,3701.0,2020-11,2020,11,/yqxx/20201226/32c1004d956148a1b343bdec846d1023.html
甲乙类传染病合计,2238.0,2020-12,2020,12,/yqxx/20210126/669924e9ffd84d2f82443764f7e91e13.html
鼠疫,0.0,2020-12,2020,12,/yqxx/20210126/669924e9ffd84d2f82443764f7e91e13.html
霍乱,0.0,2020-12,2020,12,/yqxx/20210126/669924e9ffd84d2f82443764f7e91e13.html
传染性非典型肺炎,0.0,2020-12,2020,12,/yqxx/20210126/669924e9ffd84d2f82443764f7e91e13.html
艾滋病,31.0,2020-12,2020,12,/yqxx/20210126/669924e9ffd84d2f82443764f7e91e13.html
病毒性肝炎,96.0,2020-12,2020,12,/yqxx/20210126/669924e9ffd84d2f82443764f7e91e13.html
其中:（1）甲肝,21.0,2020-12,2020,12,/yqxx/20210126/669924e9ffd84d2f82443764f7e91e13.html
（2）乙肝,21.0,2020-12,2020,12,/yqxx/20210126/669924e9ffd84d2f82443764f7e91e13.html
（3）丙肝,3.0,2020-12,2020,12,/yqxx/20210126/669924e9ffd84d2f82443764f7e91e13.html
（4）丁肝,0.0,2020-12,2020,12,/yqxx/20210126/669924e9ffd84d2f82443764f7e91e13.html
（5）戊肝,48.0,2020-12,2020,12,/yqxx/20210126/669924e9ffd84d2f82443764f7e91e13.html
（6）肝炎（未分型）,3.0,2020-12,2020,12,/yqxx/20210126/669924e9ffd84d2f82443764f7e91e13.html
脊髓灰质炎,0.0,2020-12,2020,12,/yqxx/20210126/669924e9ffd84d2f82443764f7e91e13.html
人感染高致病性禽流感,0.0,2020-12,2020,12,/yqxx/20210126/669924e9ffd84d2f82443764f7e91e13.html
麻疹,1.0,2020-12,2020,12,/yqxx/20210126/669924e9ffd84d2f82443764f7e91e13.html
流行性出血热,1.0,2020-12,2020,12,/yqxx/20210126/669924e9ffd84d2f82443764f7e91e13.html
狂犬病,0.0,2020-12,2020,12,/yqxx/20210126/669924e9ffd84d2f82443764f7e91e13.html
流行性乙型脑炎,0.0,2020-12,2020,12,/yqxx/20210126/669924e9ffd84d2f82443764f7e91e13.html
登革热,0.0,2020-12,2020,12,/yqxx/20210126/669924e9ffd84d2f82443764f7e91e13.html
炭疽,0.0,2020-12,2020,12,/yqxx/20210126/669924e9ffd84d2f82443764f7e91e13.html
细菌性和阿米巴性痢疾,1.0,2020-12,2020,12,/yqxx/20210126/669924e9ffd84d2f82443764f7e91e13.html
肺结核,593.0,2020-12,2020,12,/yqxx/20210126/669924e9ffd84d2f82443764f7e91e13.html
